win,lose,probability
Sacramento Kings,Orlando Magic,0.5226216317829628
San Antonio Spurs,Atlanta Hawks,0.744517775984784
Toronto Raptors,Dallas Mavericks,0.7118043989420635
Los Angeles Clippers,Utah Jazz,0.6681494637186659
Oklahoma City Thunder,Brooklyn Nets,0.9096241799591437
Cleveland Cavaliers,Detroit Pistons,0.7324532195715772
Golden State Warriors,Philadelphia 76ers,0.9897111175571843
Portland Trail Blazers,New Orleans Pelicans,0.677743804693713
Indiana Pacers,New York Knicks,0.6997565865818098
Boston Celtics,Minnesota Timberwolves,0.8248513810703384
Chicago Bulls,Memphis Grizzlies,0.5365539753400624
Detroit Pistons,Utah Jazz,0.5570105422896235
Houston Rockets,Los Angeles Lakers,0.8997975709991737
Charlotte Hornets,Indiana Pacers,0.517328291841205
Los Angeles Clippers,Milwaukee Bucks,0.8319535808008285
Miami Heat,New Orleans Pelicans,0.7754910873280227
Sacramento Kings,Phoenix Suns,0.6125430443886344
San Antonio Spurs,Portland Trail Blazers,0.7972725458224231
Washington Wizards,Dallas Mavericks,0.5296007714968866
Atlanta Hawks,Memphis Grizzlies,0.7062107999254761
Cleveland Cavaliers,Utah Jazz,0.740936502150503
Los Angeles Clippers,Denver Nuggets,0.7455986060900122
Golden State Warriors,Orlando Magic,0.9086545686775138
New York Knicks,Brooklyn Nets,0.7428311437447701
Oklahoma City Thunder,Toronto Raptors,0.5520899090456031
Boston Celtics,Brooklyn Nets,0.8560272419444293
Toronto Raptors,Detroit Pistons,0.6677422146041685
Milwaukee Bucks,Los Angeles Lakers,0.70115078976178
Miami Heat,Minnesota Timberwolves,0.7876549105263693
Houston Rockets,New Orleans Pelicans,0.6087668485802558
Dallas Mavericks,Philadelphia 76ers,0.8687915309430106
Orlando Magic,Phoenix Suns,0.6456742734677403
Chicago Bulls,Washington Wizards,0.5356503376625723
Atlanta Hawks,Portland Trail Blazers,0.6089118868492386
Utah Jazz,Chicago Bulls,0.5385197842383271
Charlotte Hornets,Washington Wizards,0.651336052595776
Houston Rockets,Denver Nuggets,0.5419906491316964
Golden State Warriors,Milwaukee Bucks,0.9358385341694772
Cleveland Cavaliers,Los Angeles Clippers,0.6071661304066521
San Antonio Spurs,Memphis Grizzlies,0.8586542156448482
Oklahoma City Thunder,Sacramento Kings,0.8461703342194143
Dallas Mavericks,Brooklyn Nets,0.7677719076705598
Detroit Pistons,Phoenix Suns,0.8517229233872216
Cleveland Cavaliers,Los Angeles Lakers,0.9472368373823883
Miami Heat,Portland Trail Blazers,0.5420475136030565
New Orleans Pelicans,Minnesota Timberwolves,0.5984081151697394
Boston Celtics,Philadelphia 76ers,0.9225294350542832
San Antonio Spurs,Sacramento Kings,0.8944286445613775
Toronto Raptors,Indiana Pacers,0.6554260046660715
Boston Celtics,Washington Wizards,0.6527630207709962
Charlotte Hornets,Atlanta Hawks,0.5252957705298547
Houston Rockets,Denver Nuggets,0.7140440840969428
Indiana Pacers,Utah Jazz,0.5737781532683233
Los Angeles Clippers,New York Knicks,0.8038420585631199
Golden State Warriors,Oklahoma City Thunder,0.6761682383369703
Orlando Magic,Philadelphia 76ers,0.9191716348865209
Detroit Pistons,Brooklyn Nets,0.7900394707456642
Golden State Warriors,Dallas Mavericks,0.8630026304677676
Los Angeles Clippers,Los Angeles Lakers,0.9217619748419977
Miami Heat,Phoenix Suns,0.8607072897479353
San Antonio Spurs,Minnesota Timberwolves,0.9062845665386182
Memphis Grizzlies,New Orleans Pelicans,0.5766684692852488
Portland Trail Blazers,Milwaukee Bucks,0.7901588187563331
Toronto Raptors,Chicago Bulls,0.6553812256917393
Boston Celtics,Indiana Pacers,0.5903045202526519
Detroit Pistons,Chicago Bulls,0.5493690536117957
Cleveland Cavaliers,Denver Nuggets,0.8170487029594917
Oklahoma City Thunder,Philadelphia 76ers,0.978789974111092
Charlotte Hornets,Orlando Magic,0.6674030796092929
Sacramento Kings,Milwaukee Bucks,0.616157842444517
Utah Jazz,New York Knicks,0.6736777368341117
Atlanta Hawks,Washington Wizards,0.5987623336268031
Brooklyn Nets,Phoenix Suns,0.5591501617722309
Los Angeles Clippers,Dallas Mavericks,0.6840509735584721
Toronto Raptors,Miami Heat,0.6513532146029692
Portland Trail Blazers,New York Knicks,0.7570970086238289
San Antonio Spurs,Memphis Grizzlies,0.8585920215388488
Boston Celtics,Phoenix Suns,0.8869439386470716
Chicago Bulls,Philadelphia 76ers,0.9312850707603268
Cleveland Cavaliers,Charlotte Hornets,0.6515385648430128
Golden State Warriors,Sacramento Kings,0.919781414326891
Houston Rockets,New Orleans Pelicans,0.7420665619781227
Indiana Pacers,Denver Nuggets,0.7489832724080047
Minnesota Timberwolves,Los Angeles Lakers,0.672309229755264
Atlanta Hawks,Milwaukee Bucks,0.7371989841012956
Detroit Pistons,Orlando Magic,0.5923227278547654
Washington Wizards,Brooklyn Nets,0.8537385721315358
Cleveland Cavaliers,Washington Wizards,0.7579165617067913
Toronto Raptors,Dallas Mavericks,0.7232035611736047
Los Angeles Clippers,Utah Jazz,0.6736766359586955
Portland Trail Blazers,Minnesota Timberwolves,0.8115355542873507
San Antonio Spurs,New York Knicks,0.8992033081280131
Atlanta Hawks,Brooklyn Nets,0.9094988104226851
Boston Celtics,Miami Heat,0.5055672338165259
Charlotte Hornets,Phoenix Suns,0.8863117254656865
Denver Nuggets,New Orleans Pelicans,0.6459634815125984
Golden State Warriors,Memphis Grizzlies,0.8915069827913804
Oklahoma City Thunder,Houston Rockets,0.7126798666814431
Indiana Pacers,Philadelphia 76ers,0.9551380910298162
Los Angeles Clippers,Sacramento Kings,0.7955771322838785
Portland Trail Blazers,Los Angeles Lakers,0.8654026447059827
Chicago Bulls,Milwaukee Bucks,0.6843841613894044
Oklahoma City Thunder,Dallas Mavericks,0.7428829806900834
Detroit Pistons,New York Knicks,0.6713599915859216
Memphis Grizzlies,Sacramento Kings,0.5251140832957057
San Antonio Spurs,Cleveland Cavaliers,0.5847989686635344
Toronto Raptors,Orlando Magic,0.7875903367182059
Utah Jazz,New Orleans Pelicans,0.72647077172412
Atlanta Hawks,Phoenix Suns,0.8904483910856653
Brooklyn Nets,Philadelphia 76ers,0.8145057091921286
Charlotte Hornets,Milwaukee Bucks,0.8036307406020535
Miami Heat,Detroit Pistons,0.571861356971263
Golden State Warriors,Houston Rockets,0.8439456918084227
Indiana Pacers,Minnesota Timberwolves,0.7868587495487795
Washington Wizards,Los Angeles Lakers,0.8371276358037685
Portland Trail Blazers,Denver Nuggets,0.7768013091325844
Boston Celtics,Milwaukee Bucks,0.8046213826849842
Los Angeles Clippers,Washington Wizards,0.6932399922802668
Indiana Pacers,Memphis Grizzlies,0.5788922851601875
Dallas Mavericks,New Orleans Pelicans,0.6281574099368598
Miami Heat,New York Knicks,0.766578907194845
Oklahoma City Thunder,Orlando Magic,0.7953477419833065
Atlanta Hawks,Philadelphia 76ers,0.9175237651588818
Utah Jazz,Sacramento Kings,0.599024754311357
Golden State Warriors,San Antonio Spurs,0.575492005505478
Toronto Raptors,Charlotte Hornets,0.611087537381477
Cleveland Cavaliers,Chicago Bulls,0.7882922516590435
Detroit Pistons,Brooklyn Nets,0.8765740610109035
Minnesota Timberwolves,Los Angeles Lakers,0.8127770267715946
Los Angeles Clippers,Phoenix Suns,0.861893017809009
Portland Trail Blazers,Houston Rockets,0.6500025747539877
Boston Celtics,Orlando Magic,0.7374407793309924
Charlotte Hornets,Denver Nuggets,0.790903858495923
Cleveland Cavaliers,Philadelphia 76ers,0.9783704030349964
Golden State Warriors,Houston Rockets,0.8779552319221394
Dallas Mavericks,Memphis Grizzlies,0.5142562824642962
Miami Heat,New York Knicks,0.7286250354171171
Detroit Pistons,Milwaukee Bucks,0.6552051704183507
New Orleans Pelicans,Sacramento Kings,0.5060100781364674
San Antonio Spurs,Oklahoma City Thunder,0.6435035657207389
Toronto Raptors,Indiana Pacers,0.6554260046660715
Utah Jazz,Washington Wizards,0.5323782086871375
Orlando Magic,Brooklyn Nets,0.6877186107453028
Atlanta Hawks,Chicago Bulls,0.6428105092462926
Los Angeles Clippers,Los Angeles Lakers,0.9427107218822101
Minnesota Timberwolves,Sacramento Kings,0.5065965236808654
Portland Trail Blazers,Phoenix Suns,0.8776485329130209
Atlanta Hawks,Brooklyn Nets,0.84743522748715
Cleveland Cavaliers,Indiana Pacers,0.705849098512471
Golden State Warriors,Washington Wizards,0.869417051411702
Memphis Grizzlies,Los Angeles Lakers,0.8063704612750975
Miami Heat,Denver Nuggets,0.7498759393993065
Dallas Mavericks,Milwaukee Bucks,0.6254176932205919
Chicago Bulls,New Orleans Pelicans,0.6869084998971315
Boston Celtics,New York Knicks,0.7634805654710426
Oklahoma City Thunder,Charlotte Hornets,0.6691261264066022
Houston Rockets,Phoenix Suns,0.715894589255696
San Antonio Spurs,Utah Jazz,0.8179890943529838
Toronto Raptors,Philadelphia 76ers,0.9728669216525352
Cleveland Cavaliers,Orlando Magic,0.8238704228005973
Golden State Warriors,Minnesota Timberwolves,0.9434370772095658
Toronto Raptors,Indiana Pacers,0.6524319583335745
New Orleans Pelicans,Denver Nuggets,0.5463515408309486
Chicago Bulls,New York Knicks,0.699798240693295
Oklahoma City Thunder,Milwaukee Bucks,0.8749588619296105
Brooklyn Nets,Philadelphia 76ers,0.5608538491687955
Dallas Mavericks,Sacramento Kings,0.5782879558019325
San Antonio Spurs,Memphis Grizzlies,0.8585920215388488
Portland Trail Blazers,Utah Jazz,0.5235333723456859
Charlotte Hornets,Washington Wizards,0.5826681480887366
Cleveland Cavaliers,Boston Celtics,0.6501092619442457
Charlotte Hornets,Miami Heat,0.5039950016642089
Toronto Raptors,Detroit Pistons,0.6677422146041685
Houston Rockets,Denver Nuggets,0.7140440840969428
Los Angeles Clippers,Dallas Mavericks,0.6922193296963209
Oklahoma City Thunder,Memphis Grizzlies,0.7632033426627032
Golden State Warriors,Phoenix Suns,0.9478022752758375
San Antonio Spurs,Los Angeles Lakers,0.9728424474673837
Atlanta Hawks,Boston Celtics,0.5187256244245724
Indiana Pacers,Milwaukee Bucks,0.7634987202045574
Washington Wizards,New York Knicks,0.6411034702387497
Orlando Magic,Brooklyn Nets,0.8024222244435961
Chicago Bulls,Philadelphia 76ers,0.8958276427535368
Portland Trail Blazers,Minnesota Timberwolves,0.8115355542873507
Cleveland Cavaliers,Atlanta Hawks,0.6496823481682257
San Antonio Spurs,Dallas Mavericks,0.8448598105631552
Denver Nuggets,New Orleans Pelicans,0.6459634815125984
Houston Rockets,Detroit Pistons,0.5188550890320764
Sacramento Kings,Los Angeles Lakers,0.7490295372563605
Memphis Grizzlies,New York Knicks,0.6324929612204263
Oklahoma City Thunder,Phoenix Suns,0.8927992222879371
Toronto Raptors,Miami Heat,0.5744479003543499
Utah Jazz,Minnesota Timberwolves,0.7404014260016963
Chicago Bulls,Brooklyn Nets,0.8110976280221944
Charlotte Hornets,Boston Celtics,0.5083033883579313
Golden State Warriors,New Orleans Pelicans,0.9395116666527643
Indiana Pacers,Orlando Magic,0.6237209967130842
Milwaukee Bucks,Philadelphia 76ers,0.7505026355413609
Portland Trail Blazers,Utah Jazz,0.6109264128937755
San Antonio Spurs,Los Angeles Clippers,0.6821586659051165
Miami Heat,Washington Wizards,0.619069359786478
Cleveland Cavaliers,Atlanta Hawks,0.6420075311352588
Oklahoma City Thunder,Denver Nuggets,0.796381429840989
Minnesota Timberwolves,Los Angeles Lakers,0.672309229755264
Detroit Pistons,Memphis Grizzlies,0.5464732963480968
Toronto Raptors,New York Knicks,0.8316875995101085
Dallas Mavericks,Phoenix Suns,0.7323103465315097
Houston Rockets,Sacramento Kings,0.5581261856216977
Boston Celtics,Brooklyn Nets,0.9065398006206928
Chicago Bulls,Orlando Magic,0.5835992809875705
Detroit Pistons,Washington Wizards,0.5791993009725148
Golden State Warriors,Utah Jazz,0.8588007793373151
Los Angeles Clippers,Houston Rockets,0.7094478534948002
Cleveland Cavaliers,Miami Heat,0.702292922822892
Charlotte Hornets,Milwaukee Bucks,0.724098992625223
Indiana Pacers,Philadelphia 76ers,0.8958091387532172
San Antonio Spurs,Portland Trail Blazers,0.770343961950455
Atlanta Hawks,Charlotte Hornets,0.5522003955941831
Dallas Mavericks,Denver Nuggets,0.6819038782945581
New Orleans Pelicans,Los Angeles Lakers,0.6878129193935023
Oklahoma City Thunder,Minnesota Timberwolves,0.8368884049200397
Sacramento Kings,Phoenix Suns,0.7535687454033477
Boston Celtics,Milwaukee Bucks,0.8046213826849842
Chicago Bulls,Brooklyn Nets,0.8287730747522697
Cleveland Cavaliers,Toronto Raptors,0.5309136378576211
Golden State Warriors,Los Angeles Lakers,0.9797897821248408
Houston Rockets,Minnesota Timberwolves,0.7554702886608694
Atlanta Hawks,Indiana Pacers,0.533926701636713
Los Angeles Clippers,Sacramento Kings,0.7955771322838785
Dallas Mavericks,Memphis Grizzlies,0.5142562824642962
Miami Heat,Washington Wizards,0.5968809232260821
New York Knicks,Philadelphia 76ers,0.8899644617184636
Oklahoma City Thunder,Denver Nuggets,0.8660844823669832
Detroit Pistons,Orlando Magic,0.5923227278547654
Portland Trail Blazers,New Orleans Pelicans,0.8003930247854343
San Antonio Spurs,Utah Jazz,0.835100685705733
