序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3248,603299,井神股份,江苏井神盐化股份有限公司,江苏,淮安市,260013.76,17812.61,2624,2015-12-31,,,调味品,食盐产品、工业盐产品、元明粉产品、卤水产品、纯碱产品、氯化钙产品、小苏打产品,盐矿的开采、盐及盐化工产品的生产、销售。
3249,603300,华铁科技,浙江华铁建筑安全科技股份有限公司,浙江,杭州市,69351.11,3217.65,183,2015-05-29,,,其他非银行金融,钢支撑租赁、贝雷租赁、脚手架租赁、钢便桥租赁、商业保理、融资租赁,建筑安全支护设备租赁
3250,603301,振德医疗,振德医疗用品股份有限公司,--,浙江,130644.25,12176.91,3825,2018-04-12,,,--,伤口敷料、手术感控产品、传统伤口护理产品、压力治疗与固定产品,医用敷料的生产、研发与销售
3251,603303,得邦照明,横店集团得邦照明股份有限公司,浙江,金华市,403135.39,21008.91,4504,2017-03-30,,,LED,光源、灯具、照明控制类,绿色照明产品的研发、生产、销售
3252,603305,旭升股份,宁波旭升汽车技术股份有限公司,浙江,宁波市,73889.37,22211.87,1191,2017-07-10,,,汽车零部件,精密铝合金汽车零部件、工业零部件,从事压铸成型的精密铝合金汽车零部件和工业零部件的研发、生产、销售
3253,603306,华懋科技,华懋(厦门)新材料科技股份有限公司,福建,厦门市,98940.47,27805.59,1729,2014-09-26,,,汽车零部件,被动安全系统部件,汽车安全气囊布的研发、生产及销售
3254,603308,应流股份,安徽应流机电股份有限公司,安徽,合肥市,137476.45,6017.27,4109,2014-01-22,--,,基础件,泵及阀门零件、机械装备构件,专用设备高端零部件的研发、生产、销售
3255,603309,维力医疗,广州维力医疗器械股份有限公司,广东,广州市,62989.49,6455.71,1981,2015-03-02,,,医疗器械,麻醉领域产品、泌尿领域产品、呼吸领域产品、血透领域产品,主要从事麻醉、泌尿、呼吸、血液透析等领域医用导管的研发、生产和销售
3256,603311,金海环境,浙江金海环境技术股份有限公司,浙江,绍兴市,52206.92,8041.04,1284,2015-05-18,,,环保设备,高性能过滤材料、过滤网、空气净化器过滤器、新风系统过滤器、汽车空调过滤器、轨道交通空调过滤器、油烟过滤器、换气扇过滤器、OA过滤器、空调风轮、全热交换器,空气过滤器、空调风轮、阻沙固沙网的研发、生产和销售
3257,603313,梦百合,梦百合家居科技股份有限公司,江苏,南通市,233880.36,15584.86,3634,2016-10-13,--,,家具制造,记忆绵床垫、记忆绵枕,记忆绵床垫、枕头及其他家居制品的研发、生产及销售
3258,603315,福鞍股份,辽宁福鞍重工股份有限公司,辽宁,鞍山市,31366.11,889.22,457,2015-04-24,,,其他通用机械,火电设备铸件、水电设备铸件、其他发电设备铸件、其他铸件,从事重大技术装备配套大型铸钢件的生产和销售
3259,603316,诚邦股份,诚邦生态环境股份有限公司,浙江,杭州市,74250.49,6848.8,483,2017-06-19,--,,园林工程,园林景观工程施工、园林景观设计、园林养护,园林景观工程施工、园林景观设计和园林养护
3260,603318,派思股份,大连派思燃气系统股份有限公司,辽宁,大连市,56406.94,5486.3,477,2015-04-24,,,其他专用机械,燃气设备、分布式能源服务、燃气运营、燃料贸易,燃气输配和燃气应用领域相关产品的设计、生产、销售和服务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3261,603319,湘油泵,湖南机油泵股份有限公司,湖南,衡阳市,81374.08,11052.2,1602,2016-11-30,,,汽车零部件,柴油机机油泵、汽油机机油泵、水泵、输油泵、减速机,发动机（或内燃机）系统的关键及重要零部件－泵类产品的研发、制造和销售
3262,603320,迪贝电气,浙江迪贝电气股份有限公司,浙江,绍兴市,65357.69,5152.52,799,2017-05-02,,,压缩机,冰箱压缩机电机、空调压缩机电机,从事制冷压缩机电机的研发、生产和销售。
3263,603321,梅轮电梯,浙江梅轮电梯股份有限公司,浙江,绍兴市,73190.06,7664.44,568,2017-09-15,,,电梯设备,整梯产品和电/扶梯配件,主要从事电梯、自动扶梯、自动人行道及相关配套产品的研发设计、制造、销售、安装、改造和维保服务。
3264,603322,超讯通信,广东超讯通信技术股份有限公司,广东,广州市,94879.32,2137.93,3055,2016-07-28,,,通信配套服务,通信网络建设、通信网络维护、通信网络优化、设备及软件销售、以租代建服务,从事集网络建设、网络维护和网络优化于一体的综合通信技术服务
3265,603323,吴江银行,江苏吴江农村商业银行股份有限公司,江苏,苏州市,272599.1,73111.5,1511,2016-11-29,,,银行,企业银行业务、零售银行业务、资金业务,企业银行业务、私人银行业务和资金业务
3266,603326,我乐家居,南京我乐家居股份有限公司,江苏,南京市,91501.26,8376.55,1452,2017-06-16,,,橱柜衣柜,整体厨柜、定制衣柜,定制家具产品的设计、研发、生产、销售及相关服务的提供
3267,603328,依顿电子,广东依顿电子科技股份有限公司,广东,中山市,328576.44,55305.88,6558,2014-07-01,,,印制电路板,印刷线路板,高精度、高密度双层及多层印刷线路板的制造和销售
3268,603329,上海雅仕,上海雅仕投资发展股份有限公司,--,上海,170011.41,7783.7,415,2017-12-29,,,--,供应链物流、供应链执行贸易,供应链物流和供应链执行贸易业务
3269,603330,上海天洋,上海天洋热熔粘接材料股份有限公司,上海,上海市,45507.73,3037.58,567,2017-02-13,,,其他化学制品,建筑装饰,各类热塑性环保粘接材料的研发、生产及销售
3270,603331,百达精工,浙江百达精工股份有限公司,浙江,台州市,72760.25,6290.13,1952,2017-07-05,,,压缩机,压缩机核心零部件、汽车零部件、,各类压缩机零部件、汽车零部件的研发、制造和销售业务
3271,603333,明星电缆,四川明星电缆股份有限公司,四川,乐山市,91426.55,1688.32,841,2012-05-07,--,,电线电缆,普通电缆、特种电缆,特种电缆的研发、生产、销售和服务
3272,603335,迪生力,广东迪生力汽配股份有限公司,广东,江门市,78101.8,1215.92,896,2017-06-20,,,汽车零部件,车轮、轮胎、配件,汽车铝合金车轮的研发、设计、制造和销售
3273,603336,宏辉果蔬,宏辉果蔬股份有限公司,广东,汕头市,68428.84,6332.61,485,2016-11-24,,,果蔬加工,水果、蔬菜,果蔬产品的种植管理、采后收购、产地预冷、冷冻仓储、预选分级、加工包装、冷链配送
3274,603337,杰克股份,杰克缝纫机股份有限公司,浙江,台州市,278662.31,32405.47,5442,2017-01-19,,,纺织服装机械,工业缝纫机、裁床、铺布机,工业缝制机械的研发、生产和销售
3275,603338,浙江鼎力,浙江鼎力机械股份有限公司,浙江,湖州市,113918.38,28314.55,711,2015-03-25,,,其他专用机械,高空作业平台,各类高空作业平台的研发、制造、销售和服务
3276,603339,四方科技,四方科技集团股份有限公司,江苏,南通市,100871.45,17218.48,1130,2016-05-19,--,,制冷空调设备,冷冻设备产品、罐式集装箱产品,冷链装备和特种集装箱的研发、生产和销售
3277,603345,安井食品,福建安井食品股份有限公司,福建,厦门市,348401.09,20243.24,9381,2017-02-22,,,冷冻食品,速冻食品、速冻肉制品、速冻面米制品,火锅料制品（以速冻鱼糜制品、速冻肉制品为主）和速冻面米制品等速冻食品的研发、生产和销售
3278,603348,文灿股份,广东文灿压铸股份有限公司,--,广东,155709.54,15530.37,2859,2018-04-26,,,--,汽车压铸件,铝合金精密压铸件的研发、生产和销售
3279,603355,莱克电气,莱克电气股份有限公司,江苏,苏州市,570958.76,36552.83,8480,2015-05-13,,,小家电,环境清洁电器、园林工具、电机、厨房电器,高端家居清洁健康电器的设计、研发、制造和销售业务
3280,603356,华菱精工,宣城市华菱精工科技股份有限公司,--,安徽,68163.71,5968.1,851,2018-01-24,,,--,配重产品、钣金产品、干燥窑/干燥设备,电梯配重产品、钣金产品等电梯配件的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3281,603357,设计总院,安徽省交通规划设计研究总院股份有限公司,安徽,合肥市,137360.07,28883.44,1417,2017-08-01,,,调查与咨询服务,勘察设计类、工程管理类,提供勘察设计、咨询研发、试验检测、工程管理等专业工程咨询服务。
3282,603358,华达科技,华达汽车科技股份有限公司,江苏,泰州市,317232.79,22611.18,2174,2017-01-25,,,汽车零部件,车身零部件、模具,乘用车冲压焊接总成件、发动机管类件及相关模具的开发、生产与销售
3283,603359,东珠生态,东珠生态环保股份有限公司,江苏,无锡市,122437.66,24281.32,390,2017-09-01,--,,园林工程,生态湿地修复、地产景观工程、公园广场景观工程、市政道路景观工程,苗木种植、生态景观设计、生态修复与景观工程建设、景观养护等生态景观全产业链业务
3284,603360,百傲化学,大连百傲化学股份有限公司,辽宁,大连市,41036.45,10026.64,489,2017-02-06,,,其他化学制品,化学原料和化学制品制造,异噻唑啉酮类工业杀菌剂的研发、生产和销售
3285,603363,傲农生物,福建傲农生物科技集团股份有限公司,--,--,490266.01,10811.89,5185,2017-09-26,,,--,饲料,"包括饲料、生猪养殖、兽药动保、原料贸易等核心产业,并搭建了猪OK猪场管理信息化系统,以下游客户养殖数据为基础,推进对下游客户的融资支持等全方位服务。"
3286,603365,水星家纺,上海水星家用纺织品股份有限公司,--,--,246189.69,25734.9,4301,2017-11-20,,,--,套件、被芯、枕芯、其它,床用纺织品的研发、设计、生产和销售
3287,603366,日出东方,日出东方太阳能股份有限公司,江苏,连云港市,278391.44,5476.88,3338,2012-05-21,--,,太阳能热水器、净水器,太阳能热水器、空气能、净水机、光伏产品、厨卫产品、电热水器,太阳能、净水机、空气能等产品的研发、生产和销售，厨电业务
3288,603367,辰欣药业,辰欣药业股份有限公司,--,--,296251.65,36722.19,2700,2017-09-29,,,--,医药,化学制剂药物的研究开发和生产经营业务
3289,603368,柳药股份,广西柳州医药股份有限公司,广西,柳州市,944698.28,40138.0,2575,2014-12-04,,,医药商业,药品、医疗器械,药械的批发与零售业务
3290,603369,今世缘,江苏今世缘酒业股份有限公司,江苏,淮安市,295221.0,89587.69,3106,2014-07-03,,,白酒,白酒,白酒生产和销售
3291,603377,东方时尚,东方时尚驾驶学校股份有限公司,北京,北京市,117308.83,23494.58,5256,2016-02-05,,,汽车服务,机动车驾驶培训,机动车驾驶培训
3292,603378,亚士创能,亚士创能科技(上海)股份有限公司,--,--,135534.61,11373.48,1491,2017-09-28,,,--,保温装饰板、保温板、功能型建筑涂料,建筑保温装饰一体化产品、建筑保温材料、功能型建筑涂料及其应用系统的研发、生产、销售及服务
3293,603380,易德龙,苏州易德龙科技股份有限公司,江苏,苏州市,86281.56,9558.78,1252,2017-06-22,,,其他电子器件,通讯类产品、工业控制类产品、消费电子类产品、医疗电子类产品、汽车电子类产品,提供全方位的电子制造服务
3294,603383,顶点软件,福建顶点软件股份有限公司,福建,福州市,24377.67,10190.83,839,2017-05-22,,,行业应用软件,证券行业信息化业务、非证券金融信息化业务、金融行业外的信息化业务,提供以业务流程管理(BPM)为核心、以“互联网+”应用为重点方向的信息化解决方案。
3295,603385,惠达卫浴,惠达卫浴股份有限公司,河北,唐山市,274820.15,22662.78,8190,2017-04-05,,,卫浴,卫生洁具、陶瓷砖,"卫浴产品的设计、研发、生产和销售,为消费者提供一站式卫浴产品综合解决方案"
3296,603386,广东骏亚,广东骏亚电子科技股份有限公司,广东,惠州市,98845.55,6562.26,2508,2017-09-12,,,电子元件,PCB双面板、PCB四面板、PCB六面板,"主要从事印制电路板的研发、生产和销售,及印制电路板的表面贴装(SMT)"
3297,603387,基蛋生物,基蛋生物科技股份有限公司,江苏,南京市,48858.28,19398.84,1194,2017-07-17,,,化学制剂,POCT体外诊断试剂及配套仪器,体外诊断产品的研发、生产和销售
3298,603388,元成股份,元成环境股份有限公司,浙江,杭州市,84189.23,9178.27,471,2017-03-24,--,,园林工程,工程施工及绿化养护、景观设计、信息服务及其他,园林施工、景观设计、绿化养护、苗木种植及信息服务
3299,603389,亚振家居,亚振家居股份有限公司,江苏,南通市,57270.57,6105.35,1893,2016-12-15,--,,橱柜衣柜,家具,家具产品的研发设计、生产和销售
3300,603393,新天然气,新疆鑫泰天然气股份有限公司,新疆,乌鲁木齐市,101621.1,26369.74,845,2016-09-12,,,燃气,天然气供应、天然气入户安装劳务、压缩天然气运输,城市燃气的输配、销售以及燃气设施设备的安装
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3301,603396,金辰股份,营口金辰机械股份有限公司,--,--,57083.34,7616.61,840,2017-10-18,,,--,光伏组件装备、锂电池装备、智能港口物流装备自动化改造,"太阳能光伏组件自动化生产线成套装备的研发、设计、生产和销售,并为客户提供相关服务"
3302,603398,邦宝益智,广东邦宝益智玩具股份有限公司,广东,汕头市,33110.82,6205.31,506,2015-12-09,,,玩具,玩具、模具,研发、生产和销售自主品牌“邦宝”、“叻之宝”系列益智玩具以及生产、销售精密非金属模具
3303,603399,吉翔股份,锦州吉翔钼业股份有限公司,辽宁,锦州市,219890.97,21965.09,205,2012-08-24,--,,稀有金属,钼炉料、钼化工、钼金属,钼炉料、钼化工、钼金属等钼系列产品的生产、加工、销售业务
3304,603416,信捷电气,无锡信捷电气股份有限公司,江苏,无锡市,48357.34,12380.9,714,2016-12-21,,,仪器仪表,仪器仪表,工业自动化控制产品的研发、生产和销售
3305,603421,鼎信通讯,青岛鼎信通讯股份有限公司,山东,青岛市,151464.82,30179.52,2242,2016-10-11,,,其他电气设备,载波模块(含芯片)、采集终端设备、电能表、劳务,低压电力线载波通信产品的研发、生产、销售及服务
3306,603429,集友股份,安徽集友新材料股份有限公司,安徽,安庆市,23388.07,9915.5,356,2017-01-24,,,包装印刷,包装印刷,烟用接装纸、烟用封签纸及电化铝的研发、生产及销售
3307,603444,吉比特,厦门吉比特网络技术股份有限公司,福建,厦门市,144000.77,60971.27,495,2017-01-04,,,游戏,网络游戏,网络游戏创意策划、研发制作及商业化运营
3308,603456,九洲药业,浙江九洲药业股份有限公司,浙江,台州市,171744.06,14760.53,3011,2014-10-10,,,化学原料药,化学原料药及中间体,化学原料药及医药中间体的研发、生产与销售。
3309,603458,勘设股份,贵州省交通规划勘察设计研究院股份有限公司,贵州,贵阳市,192687.4,32944.88,2509,2017-08-09,,,调查与咨询服务,公路行业工程咨询与工程承包业务,工程咨询与工程承包
3310,603466,风语筑,上海风语筑展示股份有限公司,--,--,149919.9,16615.68,1265,2017-10-20,,,--,展示系统,数字文化展示体验系统的策划、设计、实施和维护服务
3311,603477,振静股份,四川振静股份有限公司,--,四川,65548.77,6238.72,1186,2017-12-18,,,--,天然皮革,中高档天然皮革的研发、制造与销售。
3312,603486,科沃斯,科沃斯机器人股份有限公司,--,江苏,455102.56,37566.29,6536,2018-05-28,,,--,家庭服务机器人、商用服务机器人、清洁类小家电产品,各类家庭服务机器人、清洁类小家电等智能家用设备及相关零部件的研发、设计、生产与销售。
3313,603488,展鹏科技,展鹏科技股份有限公司,江苏,无锡市,27920.35,7118.64,421,2017-05-16,,,电梯设备,门机、层门装置,主要从事电梯门系统、电梯一体化控制系统、电梯轿厢及门系统配套部件的研发、生产与销售。
3314,603496,恒为科技,恒为科技(上海)股份有限公司,上海,上海市,31220.99,7523.64,283,2017-06-07,,,网络可视化、嵌入式计算系统,网络可视化基础架构、嵌入式与融合计算平台,智能系统解决方案的研发、销售与服务
3315,603499,翔港科技,上海翔港包装科技股份有限公司,--,--,33929.95,4583.2,633,2017-10-16,,,--,包装印刷产品,彩盒、标签等相关包装印刷产品的研发、生产和销售
3316,603500,祥和实业,浙江天台祥和实业股份有限公司,浙江,台州市,29968.3,7792.13,381,2017-09-04,,,轨道交通设备,轨道扣件、电子元器件配件,轨道扣件非金属部件和电子元器件配件的研发、生产和销售。
3317,603501,韦尔股份,上海韦尔半导体股份有限公司,上海,上海市,240591.63,13715.63,803,2017-05-04,,,半导体分立器件,TVS、MOS、肖特基、IC、射频、卫星直播芯片、半导体,"半导体分立器件和电源管理IC等半导体产品的研发设计,以及被动件、结构器件、分立器件和IC等半导体产品的分销业务"
3318,603505,金石资源,金石资源集团股份有限公司,浙江,杭州市,37756.81,7711.46,635,2017-05-03,,,非金属新材料,萤石矿产品,萤石矿的投资和开发，以及萤石产品的生产和销售
3319,603506,南都物业,南都物业服务股份有限公司,--,浙江,81952.34,7483.24,5900,2018-02-01,,,--,物业服务、增值服务,物业管理相关服务。
3320,603507,振江股份,江苏振江新能源装备股份有限公司,--,--,94265.75,11603.97,1443,2017-11-06,,,--,光伏设备产品、风电设备产品,风电设备和光伏设备零部件的设计、加工与销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3321,603508,思维列控,河南思维自动化设备股份有限公司,河南,郑州市,46009.21,13110.08,751,2015-12-24,,,行业应用软件,LKJ系统、机务安防系统,"列车运行控制系统的研发、升级、产业化及技术支持,向客户提供适用于我国铁路复杂运营条件和高负荷运输特点的列车运行控制系统、行车安全监测系统、LKJ安全管理及信息化系统等整体解决方案。"
3322,603515,欧普照明,欧普照明股份有限公司,上海,上海市,695704.62,68110.04,5857,2016-08-19,,,照明设备,灯具,照明光源、灯具、控制类产品的研发、生产和销售
3323,603516,淳中科技,北京淳中科技股份有限公司,--,北京,25032.69,9092.78,350,2018-02-02,,,--,设备类、平台类,提供显控系统设备及解决方案
3324,603517,绝味食品,绝味食品股份有限公司,湖南,长沙市,385016.76,50172.45,3997,2017-03-17,,,肉制品,卤制食品销售、加盟商管理,休闲卤制食品的研发、生产和销售
3325,603518,维格娜丝,维格娜丝时装股份有限公司,江苏,南京市,256414.28,18993.77,2469,2014-12-03,,,女装,服装、织锦,高档女装的设计、生产和销售
3326,603519,立霸股份,江苏立霸实业股份有限公司,江苏,无锡市,122324.17,8348.43,335,2015-03-19,,,家电用复合材料,家电用复合材料,家电用复合材料的研发、生产和销售
3327,603520,司太立,浙江司太立制药股份有限公司,浙江,台州市,71093.9,8311.7,1230,2016-03-09,,,化学原料药,造影剂产品、喹诺酮产品,X射线造影剂、喹诺酮类抗菌药等药物的原料药及中间体的研发、生产及销售。
3328,603527,众源新材,安徽众源新材料股份有限公司,安徽,芜湖市,298417.49,8558.66,515,2017-09-07,,,铜,紫铜带箔材,紫铜带箔材系列产品的研发、生产和销售
3329,603528,多伦科技,多伦科技股份有限公司,江苏,南京市,50875.34,10193.06,1305,2016-05-03,--,,行业应用软件,智能驾考、智慧交通,机动车驾驶人智能培训和考试系统、智能交通类产品、驾驶模拟训练系统等的研发、生产和销售
3330,603533,掌阅科技,掌阅科技股份有限公司,--,--,166699.05,12370.88,569,2017-09-21,,,--,数字阅读服务业务、增值服务,互联网数字阅读服务及增值服务业务
3331,603535,嘉诚国际,广州市嘉诚国际物流股份有限公司,广东,广州市,103426.2,11881.43,931,2017-08-08,,,物流,运输、仓储作业及货运代理服务,制造业企业提供全程供应链一体化管理的第三方综合物流服务。
3332,603536,惠发股份,山东惠发食品股份有限公司,山东,潍坊市,93851.19,6038.11,1833,2017-06-13,,,冷冻食品,丸制品、油炸品、肠制品、串制品,速冻调理肉制品的研发、生产和销售
3333,603538,美诺华,宁波美诺华药业股份有限公司,浙江,宁波市,60532.06,4467.74,1443,2017-04-07,,,化学原料药,心血管类药物、肠胃类药物,特色原料药及医药中间体的研发、生产与销售
3334,603555,贵人鸟,贵人鸟股份有限公司,福建,泉州市,325207.56,15730.77,5831,2014-01-24,--,,体育服装,运动鞋服行业,贵人鸟品牌运动鞋、运动服装的研发、设计、生产和销售。
3335,603556,海兴电力,杭州海兴电力科技股份有限公司,浙江,杭州市,302541.01,56285.2,2417,2016-11-10,,,仪器仪表,智能表计、 配用电终端、系统解决方案、运维与服务、高压电器及其他,智能电网配用电系统产品的研发、生产和销售
3336,603557,起步股份,起步股份有限公司,浙江,丽水市,133949.11,19442.08,2369,2017-08-18,,,童装,童鞋、童装、配饰,童鞋、童装和儿童服饰配饰等的设计、研发、生产和销售。
3337,603558,健盛集团,浙江健盛集团股份有限公司,浙江,杭州市,113801.01,13150.64,4449,2015-01-27,,,其他服装,普通棉袜、运动棉袜,生产、销售各类袜子、无缝内衣
3338,603559,中通国脉,中通国脉通信股份有限公司,吉林,长春市,54278.9,2784.98,663,2016-12-02,,,通信配套服务,通信管线工程、通信设备安装工程、通信网络维护服务,为基础电信运营商和通信设备商提供涵盖核心网、传输网和接入网等全网络层次的通信网络工程建设和维护综合技术服务
3339,603566,普莱柯,普莱柯生物工程股份有限公司,河南,洛阳市,52989.52,11418.59,1267,2015-05-18,,,动物用药,兽用药品、技术许可或转让,"从事动物疫苗、兽用化学药品研发、生产和销售,以及相关技术转让或许可业务。"
3340,603567,珍宝岛,黑龙江珍宝岛药业股份有限公司,黑龙江,鸡西市,313652.21,52087.26,2980,2015-04-24,,,中药生产,中药制剂、生物制剂、化学制剂、药品贸易、中药材贸易,中药制剂的原材料种植、产品生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3341,603568,伟明环保,浙江伟明环保股份有限公司,浙江,温州市,102945.74,50686.22,1123,2015-05-28,,,垃圾处理,项目运营、渗滤液处置、餐厨垃圾处置、设备销售及技术服务,城市生活垃圾焚烧发电业务
3342,603569,长久物流,北京长久物流股份有限公司,北京,北京市,496066.54,39384.35,1382,2016-08-10,,,物流,乘用车运输、商用车运输、零部件物流、整车仓储、国际货运代理,主要从事整车运输物流服务
3343,603577,汇金通,青岛汇金通电力设备股份有限公司,山东,青岛市,80270.73,4769.92,1045,2016-12-22,,,其他输变电设备,角钢塔、钢管塔,输电线路铁塔的研发、设计、生产和销售
3344,603578,三星新材,浙江三星新材股份有限公司,浙江,湖州市,29894.93,5535.75,529,2017-03-06,,,玻璃,玻璃门体、深加工玻璃,各类低温储藏设备玻璃门体及家电玻璃的设计、研发、生产与销售。
3345,603579,荣泰健康,上海荣泰健康科技股份有限公司,上海,上海市,191800.74,21617.54,2071,2017-01-11,,,保健护理产品,按摩椅产品、按摩小电器,按摩器具的设计、研发、生产和销售
3346,603580,艾艾精工,艾艾精密工业输送系统(上海)股份有限公司,上海,上海市,15502.08,2865.71,227,2017-05-25,,,其他橡胶制品,轻型输送带,轻型输送带的研发、生产及销售
3347,603585,苏利股份,江苏苏利精细化工股份有限公司,江苏,无锡市,145661.5,22458.03,974,2016-12-14,,,农药,农药及农药中间体、阻燃剂及中间体,农药、阻燃剂及其他精细化工产品的研发、生产和销售
3348,603586,金麒麟,山东金麒麟股份有限公司,山东,德州市,149964.17,17382.53,3544,2017-04-06,,,汽车零部件,汽车刹车片、汽车刹车盘,摩擦材料及制动产品的研发、生产和销售
3349,603587,地素时尚,地素时尚股份有限公司,--,上海,194590.84,48006.37,2774,2018-06-22,,,--,上衣类、裤类、裙类、外套类、皮草类、其他类,中高端品牌女装相关的设计、推广以及销售
3350,603588,高能环境,北京高能时代环境技术股份有限公司,北京,北京市,230524.01,19194.58,1790,2014-12-29,,,固废处理,工程建设、运营服务,固体废物污染防治技术研究和应用。
3351,603589,口子窖,安徽口子酒业股份有限公司,安徽,淮北市,360264.72,111366.3,3822,2015-06-29,,,白酒,口子系列白酒,从事白酒的生产和销售
3352,603590,康辰药业,北京康辰药业股份有限公司,--,北京,59058.01,47881.71,241,2018-08-27,--,,--,“苏灵”、CX1003、CX1026、CX1409、“迪奥”（注射用盐酸洛拉曲克）,开发、制造及营销创新特药。
3353,603595,东尼电子,浙江东尼电子股份有限公司,浙江,湖州市,72639.81,17336.57,948,2017-07-12,,,半导体材料,超微细电子线材、金刚石切割线,超微细合金线材及其他金属基复合材料的应用研发、生产与销售
3354,603596,伯特利,芜湖伯特利汽车安全系统股份有限公司,--,安徽,241918.69,27700.33,2121,2018-04-27,,,--,机械制动产品、电控制动产品,汽车制动系统相关产品的研发、生产和销售
3355,603598,引力传媒,引力传媒股份有限公司,北京,北京市,258231.54,6673.63,551,2015-05-27,,,营销服务,广告业,从事传播策略与媒介代理及专项广告服务。
3356,603599,广信股份,安徽广信农化股份有限公司,安徽,宣城市,234614.94,33722.69,1424,2015-05-13,,,农药,农药,以光气作为原料的农药原药、精细化工中间体及农药制剂的研发、生产和销售。
3357,603600,永艺股份,永艺家具股份有限公司,浙江,湖州市,184063.27,10019.37,3596,2015-01-23,--,,家具制造,办公椅、培训椅、按摩椅椅身、休闲椅、儿童椅、沙发,研发、生产和销售健康座椅
3358,603601,再升科技,重庆再升科技股份有限公司,重庆,重庆市,63974.45,11357.54,1164,2015-01-22,,,玻纤,微纤维棉制品、净化设备,微纤维玻璃棉及其制品的研发、生产和销售
3359,603602,纵横通信,杭州纵横通信股份有限公司,浙江,杭州市,58802.96,5994.69,740,2017-08-10,,,通信配套服务,室内分布系统技术服务、综合接入技术服务、美化天线工程服务,"针对大型公共设施、通信基站、住宅和商业建筑、交通网络等多种物理建筑及通信设施,提供移动通信技术和无线互联技术的系统解决方案和组网应用服务"
3360,603603,博天环境,博天环境集团股份有限公司,北京,北京市,304603.88,20208.41,2081,2017-02-17,,,工业水系统、城市水环境,城市水环境、工业水系统,水环境解决方案的综合服务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3361,603605,珀莱雅,珀莱雅化妆品股份有限公司,--,--,178302.87,20078.58,2477,2017-11-15,,,--,日化,化妆品的研发、生产和销售
3362,603606,东方电缆,宁波东方电缆股份有限公司,浙江,宁波市,206196.8,5019.36,806,2014-10-15,,,电线电缆,海底电缆、电力电缆、智能线缆,各种电线电缆的研发、生产、销售及其服务
3363,603607,京华激光,浙江京华激光科技股份有限公司,--,--,53620.77,8263.34,406,2017-10-25,,,--,激光全息防伪膜、激光全息防伪纸,激光全息模压制品制造、销售及技术开发
3364,603608,天创时尚,天创时尚股份有限公司,广东,广州市,173384.36,18793.84,7109,2016-02-18,--,,皮具,鞋、包,皮鞋及皮具服饰制品的生产和销售
3365,603609,禾丰牧业,辽宁禾丰牧业股份有限公司,辽宁,沈阳市,1369584.35,47102.45,4779,2014-08-08,,,饲料,饲料、肉禽产业化、饲料原料贸易,饲料业务、原料贸易、屠宰加工、相关业务，其中饲料业务是主要业务。
3366,603611,诺力股份,诺力智能装备股份有限公司,浙江,湖州市,211960.11,15950.4,1564,2015-01-28,--,,工程机械,通用设备制造,轻小型搬运车辆及电动仓储车辆的研发、生产和销售
3367,603612,索通发展,索通发展股份有限公司,山东,德州市,328112.18,54776.78,2294,2017-07-18,,,非金属新材料,预焙阳极,预焙阳极的研发、生产及销售业务
3368,603615,茶花股份,茶花现代家居用品股份有限公司,福建,福州市,72012.63,9362.24,1501,2017-02-13,,,塑料制品,制造业,日用塑料制品为主的家居用品的研发、生产、销售
3369,603616,韩建河山,北京韩建河山管业股份有限公司,北京,北京市,74736.02,-5930.16,917,2015-06-11,,,商品混凝土,预应力钢筒混凝土管(PCCP)、钢筋混凝土排水管(RCP)、混凝土、混凝土外加剂,预应力钢筒混凝土管（PCCP）、钢筋混凝土排水管（RCP）和商品混凝土的研发、生产与销售
3370,603617,君禾股份,君禾泵业股份有限公司,浙江,宁波市,57803.59,5628.17,933,2017-07-03,,,其他通用机械,潜水泵、花园泵、深井泵、喷泉泵,从事潜水泵、花园泵、深井泵、喷泉泵等家用水泵产品及其配件的研发、设计、制造和销售。
3371,603618,杭电股份,杭州电缆股份有限公司,浙江,杭州市,416095.84,10034.2,1932,2015-02-17,,,电线电缆,电线电缆、光通信,电力电缆与光通信
3372,603619,中曼石油,中曼石油天然气集团股份有限公司,--,--,177237.89,39451.52,2337,2017-11-17,,,--,钻井工程服务、钻机装备制造业务,钻井工程服务和钻机装备制造
